ID	chrom	start	end	Name
MI0000066	19	51692786	51692864	hsa-let-7e
MI0000469	19	51693254	51693339	hsa-mir-125a
MI0022646	19	52222020	52222098	hsa-mir-6801
MI0003658	19	52281797	52281893	hsa-mir-643
MI0003140	19	53666679	53666762	hsa-mir-512-1
MI0003141	19	53669157	53669254	hsa-mir-512-2
MI0003786	19	53671968	53672040	hsa-mir-1323
MI0003142	19	53674197	53674320	hsa-mir-498
MI0003143	19	53675711	53675797	hsa-mir-520e
MI0003144	19	53679003	53679085	hsa-mir-515-1
MI0003145	19	53679940	53680023	hsa-mir-519e
MI0003146	19	53682159	53682245	hsa-mir-520f
MI0003147	19	53685009	53685091	hsa-mir-515-2
MI0003148	19	53686469	53686555	hsa-mir-519c
MI0003832	19	53688481	53688567	hsa-mir-1283-1
MI0003149	19	53690881	53690965	hsa-mir-520a
MI0003150	19	53694393	53694475	hsa-mir-526b
MI0003151	19	53695213	53695293	hsa-mir-519b
MI0003152	19	53697533	53697617	hsa-mir-525
MI0003153	19	53698385	53698471	hsa-mir-523
MI0003154	19	53700015	53700101	hsa-mir-518f
MI0003155	19	53701227	53701287	hsa-mir-520b
MI0003156	19	53702737	53702819	hsa-mir-518b
MI0003157	19	53706252	53706336	hsa-mir-526a-1
MI0003158	19	53707453	53707539	hsa-mir-520c
MI0003159	19	53708735	53708835	hsa-mir-518c
MI0003160	19	53711002	53711088	hsa-mir-524
MI0003161	19	53712268	53712354	hsa-mir-517a
MI0003162	19	53713347	53713434	hsa-mir-519d
MI0003163	19	53716594	53716680	hsa-mir-521-2
MI0003164	19	53720096	53720182	hsa-mir-520d
MI0003165	19	53721076	53721142	hsa-mir-517b
MI0003166	19	53722166	53722255	hsa-mir-520g
MI0003167	19	53725442	53725526	hsa-mir-516b-2
MI0003168	19	53726922	53726986	hsa-mir-526a-2
MI0003169	19	53729838	53729925	hsa-mir-518e
MI0003170	19	53731006	53731090	hsa-mir-518a-1
MI0003171	19	53734877	53734963	hsa-mir-518d
MI0003172	19	53736845	53736934	hsa-mir-516b-1
MI0003173	19	53739333	53739419	hsa-mir-518a-2
MI0003174	19	53741313	53741407	hsa-mir-517c
MI0003175	19	53742512	53742599	hsa-mir-520h
MI0003176	19	53748636	53748722	hsa-mir-521-1
MI0003177	19	53751211	53751297	hsa-mir-522
MI0003178	19	53752397	53752481	hsa-mir-519a-1
MI0003179	19	53754018	53754102	hsa-mir-527
MI0003180	19	53756741	53756830	hsa-mir-516a-1
MI0006430	19	53758232	53758318	hsa-mir-1283-2
MI0003181	19	53761133	53761222	hsa-mir-516a-2
MI0003182	19	53762344	53762430	hsa-mir-519a-2
MI0000779	19	53787675	53787741	hsa-mir-371a
MI0017393	19	53787677	53787742	hsa-mir-371b
MI0000780	19	53787890	53787956	hsa-mir-372
MI0000781	19	53788705	53788773	hsa-mir-373
MI0005757	19	53982307	53982397	hsa-mir-935
MI0017391	19	54282109	54282180	hsa-mir-4752
MI0025897	19	54645309	54645383	hsa-mir-8061
MI0025751	19	55123225	55123292	hsa-mir-7975
MI0022649	19	55230885	55230952	hsa-mir-6804
MI0022647	19	55239912	55239976	hsa-mir-6802
MI0022648	19	55245186	55245250	hsa-mir-6803
MI0022650	19	55388181	55388242	hsa-mir-6805
MI0022651	19	58334688	58334751	hsa-mir-6806
MI0017394	19	58386770	58386858	hsa-mir-4754
MI0033418	19	58393364	58393446	hsa-mir-10394
MI0022652	19	58550285	58550376	hsa-mir-6807
MI0022716	20	1392900	1392961	hsa-mir-6869
MI0006433	20	2652777	2652842	hsa-mir-1292
MI0000108	20	3917494	3917571	hsa-mir-103a-2
MI0007262	20	3917502	3917563	hsa-mir-103b-2
MI0025898	20	7371608	7371692	hsa-mir-8062
MI0022717	20	10649636	10649695	hsa-mir-6870
MI0014237	20	18470615	18470691	hsa-mir-3192
MI0003672	20	26208186	26208278	hsa-mir-663a
MI0014238	20	31607186	31607240	hsa-mir-3193
MI0008193	20	32237795	32237847	hsa-mir-1825
MI0017395	20	34049119	34049190	hsa-mir-4755
MI0003659	20	34466325	34466418	hsa-mir-644a
MI0003183	20	34990376	34990497	hsa-mir-499a
MI0017396	20	34990400	34990472	hsa-mir-499b
MI0006350	20	35453954	35454097	hsa-mir-1289-1
MI0016746	20	38516563	38516632	hsa-mir-548o-2
MI0022718	20	41169023	41169078	hsa-mir-6871
MI0016046	20	44408120	44408203	hsa-mir-3646
MI0022657	20	45425510	45425573	hsa-mir-6812
MI0016007	20	45705102	45705180	hsa-mir-3617
MI0016006	20	47166967	47167058	hsa-mir-3616
MI0039724	20	49863859	49863953	hsa-mir-12122
MI0003660	20	50585786	50585879	hsa-mir-645
MI0006366	20	50614636	50614785	hsa-mir-1302-5
MI0014239	20	51452905	51452977	hsa-mir-3194
MI0017397	20	54068408	54068485	hsa-mir-4756
MI0015865	20	57321502	57321591	hsa-mir-4325
MI0000747	20	58817615	58817694	hsa-mir-296
MI0005523	20	58818226	58818313	hsa-mir-298
MI0003661	20	60308474	60308567	hsa-mir-646
MI0016900	20	60478111	60478181	hsa-mir-4533
MI0016794	20	60564562	60564625	hsa-mir-548ag-2
MI0006391	20	61953546	61953662	hsa-mir-1257
MI0014240	20	62064802	62064885	hsa-mir-3195
MI0017399	20	62332487	62332557	hsa-mir-4758
MI0000651	20	62554306	62554376	hsa-mir-1-1
MI0000451	20	62564912	62565013	hsa-mir-133a-2
MI0000445	20	63178500	63178586	hsa-mir-124-3
MI0014241	20	63238779	63238842	hsa-mir-3196
MI0015866	20	63286808	63286866	hsa-mir-4326
MI0005763	20	63919449	63919520	hsa-mir-941-1
MI0005764	20	63919505	63919576	hsa-mir-941-2
MI0005765	20	63919561	63919632	hsa-mir-941-3
MI0005766	20	63919756	63919827	hsa-mir-941-4
MI0031520	20	63919868	63919939	hsa-mir-941-5
MI0008335	20	63941465	63941544	hsa-mir-1914
MI0003662	20	63942631	63942726	hsa-mir-647
MI0022658	20	64076955	64077010	hsa-mir-6813
MI0025905	21	6859171	6859256	hsa-mir-8069-1
MI0022559	21	8205315	8205406	hsa-mir-6724-1
MI0033425	21	8206563	8206618	hsa-mir-10401
MI0016048	21	8208473	8208652	hsa-mir-3648-1
MI0031516	21	8249505	8249596	hsa-mir-6724-2
MI0033425_2	21	8250772	8250827	hsa-mir-10401
MI0031517	21	8388362	8388453	hsa-mir-6724-3
MI0033425_3	21	8389610	8389665	hsa-mir-10401
MI0031518	21	8432530	8432621	hsa-mir-6724-4
MI0033425_4	21	8433797	8433852	hsa-mir-10401
MI0033426	21	8436324	8436374	hsa-mir-10396b
MI0031512	21	8986999	8987178	hsa-mir-3648-2
MI0033420	21	8987617	8987665	hsa-mir-10396a
MI0014242	21	13406384	13406460	hsa-mir-3156-3
MI0014131	21	13644775	13644850	hsa-mir-3118-1
MI0031519	21	13724189	13724274	hsa-mir-8069-2
MI0000101	21	16539089	16539169	hsa-mir-99a
MI0000064	21	16539828	16539911	hsa-let-7c
MI0000470	21	16590237	16590325	hsa-mir-125b-2
MI0014244	21	18686090	18686164	hsa-mir-548x
MI0021275	21	23079284	23079392	hsa-mir-6130
MI0000681	21	25573980	25574044	hsa-mir-155
MI0017400	21	26953961	26954043	hsa-mir-4759
MI0015867	21	30375294	30375378	hsa-mir-4327
MI0022213	21	33550662	33550728	hsa-mir-6501
MI0003906	21	35720715	35720808	hsa-mir-802
MI0022220	21	39447010	39447069	hsa-mir-6508
MI0017401	21	40212352	40212431	hsa-mir-4760
MI0014245	21	41167557	41167629	hsa-mir-3197
MI0022659	21	41746772	41746841	hsa-mir-6814
MI0019311	21	42950928	42951014	hsa-mir-5692b
MI0020347	21	43609887	43609989	hsa-mir-6070
MI0022660	21	45478266	45478326	hsa-mir-6815
MI0014246	22	17764180	17764259	hsa-mir-3198-1
MI0003663	22	17980868	17980961	hsa-mir-648
MI0017402	22	19963753	19963834	hsa-mir-4761
MI0000482	22	20033139	20033220	hsa-mir-185
MI0016008	22	20085746	20085833	hsa-mir-3618
MI0006443	22	20086058	20086142	hsa-mir-1306
MI0022661	22	20114686	20114751	hsa-mir-6816
MI0006348	22	20249134	20249211	hsa-mir-1286
MI0003664	22	21034176	21034272	hsa-mir-649
MI0005568	22	21652981	21653058	hsa-mir-301b
MI0000748	22	21653304	21653385	hsa-mir-130b
MI0003665	22	22822776	22822871	hsa-mir-650
MI0019115	22	22886267	22886379	hsa-mir-5571
MI0022662	22	25455646	25455711	hsa-mir-6817
MI0006345	22	26555212	26555323	hsa-mir-548j
MI0014247	22	27920525	27920612	hsa-mir-3199-1
MI0014248	22	27920526	27920611	hsa-mir-3199-2
MI0019412	22	28459869	28459948	hsa-mir-5739
MI0022663	22	30007049	30007113	hsa-mir-6818
MI0014249	22	30731557	30731641	hsa-mir-3200
MI0016438	22	31160062	31160119	hsa-mir-3928
MI0022960	22	31621467	31621531	hsa-mir-7109
MI0017405	22	33436582	33436669	hsa-mir-4764
MI0016413	22	35335640	35335758	hsa-mir-3909
MI0020346	22	35336721	35336799	hsa-mir-6069
MI0022664	22	36286847	36286907	hsa-mir-6819
MI0003682	22	37844272	37844371	hsa-mir-658
MI0003683	22	37847678	37847774	hsa-mir-659
MI0022665	22	37967563	37967624	hsa-mir-6820
MI0016901	22	37988794	37988853	hsa-mir-4534
MI0017407	22	40813883	40813958	hsa-mir-4766
MI0006428	22	41092513	41092566	hsa-mir-1281
MI0022736	22	41252992	41253050	hsa-mir-6889
MI0000091	22	41900944	41901012	hsa-mir-33a
MI0016902	22	41923222	41923297	hsa-mir-378i
MI0006384	22	45200954	45201019	hsa-mir-1249
MI0017403	22	45760524	45760598	hsa-mir-4762
MI0016009	22	46091044	46091126	hsa-mir-3619
MI0000062	22	46112749	46112822	hsa-let-7a-3
MI0017404	22	46113566	46113657	hsa-mir-4763
MI0000063	22	46113686	46113768	hsa-let-7b
MI0014250	22	48274364	48274415	hsa-mir-3201
MI0016903	22	48780295	48780353	hsa-mir-4535
MI0016068	22	49543393	49543466	hsa-mir-3667
MI0022666	22	49962866	49962939	hsa-mir-6821
MI0039716	22	50407442	50407524	hsa-mir-12114
